KneeAngles_X,KneeAngles_Y,KneeAngles_Z,AnkleAngles_X,AnkleAngles_Y,AnkleAngles_Z,HipAngles_X,HipAngles_Y,HipAngles_Z,PelvisAngles_X,PelvisAngles_Y,PelvisAngles_Z
4.5926425,4.5103349999999995,-5.188725,2.315055,1.86922,21.4617,27.06595,-3.5816850000000002,2.1698800000000005,5.994574999999999,-0.3094565,-0.9473550000000002
4.505402227722772,4.69764,-4.933825346534653,1.2567983663366338,2.47898103960396,21.27260495049505,26.970526237623762,-3.5426914356435644,2.3905264851485155,5.984761633663366,-0.2805772722772277,-0.7378782178217822
4.679937574257425,4.864671782178218,-4.5998016336633665,0.13781866336633675,3.12786099009901,20.90841287128713,26.888099504950496,-3.462911831683168,2.587453415841584,5.989533217821783,-0.22980015346534655,-0.5541063366336634
5.151323613861386,4.99711702970297,-4.161353366336634,-1.0183606435643568,3.796137316831683,20.355500495049505,26.818689603960397,-3.333370247524752,2.7382848019801984,6.008851633663367,-0.15232639603960396,-0.3997776732673266
5.840713118811881,5.097688861386139,-3.633147623762376,-2.0839607425742575,4.407507514851485,19.675202475247524,26.750590594059407,-3.160601237623762,2.8082988613861386,6.040393118811881,-0.04985668316831682,-0.2718678217821784
6.749846633663367,5.157823712871287,-3.0002920297029707,-3.0420903514851485,4.953425881188119,18.88937475247525,26.675515346534652,-2.9419542079207917,2.78637396039604,6.081898118811882,0.07881663366336633,-0.16916331683168284
7.789714207920793,5.182782524752476,-2.295044108910891,-3.8229401782178223,5.396500118811881,18.067165841584156,26.57942326732673,-2.689556386138614,2.6742184653465353,6.130590742574258,0.22799673267326737,-0.08444445544554458
8.92132603960396,5.165950445544555,-1.5297650000000003,-4.335779554455446,5.691354356435643,17.263900495049505,26.43902574257426,-2.404767178217822,2.458989405940594,6.18562301980198,0.3979331534653464,-0.015100643564356808
10.06444594059406,5.116286336633664,-0.7486740940594059,-4.586909108910891,5.8455195544554455,16.526870297029703,26.24379108910891,-2.101934207920792,2.1711508910891086,6.244395792079208,0.5806512722772278,0.047599851485148115
11.164363019801982,5.036512178217822,0.014258222772277396,-4.526458564356435,5.841475148514852,15.908354950495049,25.970199504950493,-1.7878936138613861,1.8162791089108912,6.305596287128713,0.7735313712871289,0.10886539603960443
12.147685792079209,4.935284900990099,0.7097377574257429,-4.199000594059406,5.698873514851485,15.421309405940594,25.605141089108912,-1.4760271782178218,1.4347200495049504,6.367877673267327,0.9678508019801981,0.17693440594059417
12.962776683168315,4.824260594059406,1.2973483217821782,-3.6115680198019797,5.427166633663367,15.092061881188119,25.130012376237623,-1.175969504950495,1.040457425742574,6.430234801980198,1.1592011608910893,0.2576199504950494
13.59143386138614,4.714661336633664,1.7601043465346538,-2.857721896039604,5.071328910891089,14.893415346534653,24.549940594059407,-0.8953454653465345,0.6628067326732672,6.4914906930693075,1.3413984455445545,0.3546464356435646
13.978009405940593,4.619396138613862,2.055127199009901,-1.9813999405940594,4.651600346534654,14.833210049504949,23.843311386138616,-0.6459291683168317,0.32557094059405944,6.55028594059406,1.5066662277227723,0.4749100990099011
14.148892673267326,4.544087425742575,2.1976069,-1.0662530990099017,4.20853599009901,14.87180712871287,23.028831683168317,-0.4289983544554457,0.03939039603960426,6.605316683168317,1.6518040742574256,0.6174067821782172
14.091744554455445,4.499374108910891,2.1761483960396037,-0.15681539603960304,3.7596231188118807,15.003358415841586,22.104081188118812,-0.2510506346534652,-0.18943054455445552,6.656238663366336,1.771935881188119,0.7846553960396043
13.84211678217822,4.480649851485149,2.0155122673267325,0.6950492821782182,3.331947128712871,15.193763366336633,21.085732178217818,-0.1109235544554455,-0.3581743564356432,6.699734257425743,1.86344648019802,0.9734653465346541
13.414943415841584,4.491822326732673,1.726316584158416,1.4639071831683166,2.933835495049505,15.432130693069306,19.9829198019802,-0.010332831683168342,-0.4716264851485148,6.735254950495049,1.9233369801980196,1.1827257920792082
12.863506287128713,4.523809306930692,1.3480768811881187,2.1485570297029706,2.5674146534653466,15.696714356435642,18.820020297029703,0.05778157920792082,-0.5451844554455443,6.761419108910891,1.953790693069307,1.4058535643564358
12.209664207920792,4.573281831683168,0.8992304455445548,2.7409229702970297,2.2353639603960396,15.976898514851484,17.606883168316834,0.09333233168316832,-0.5868349009900986,6.775152425742574,1.9508838613861386,1.6391853465346535
11.500372227722771,4.631176782178218,0.4161346534653463,3.2644397524752478,1.928111584158416,16.263107425742575,16.364441089108908,0.10470169801980195,-0.6159296039603963,6.775515544554455,1.9191809405940594,1.8752628217821785
10.761851188118813,4.693469207920792,-0.07789965346534689,3.731341782178218,1.6415473613861384,16.54219405940594,15.106093564356435,0.09593237623762377,-0.6364134653465352,6.761434950495049,1.8594465346534654,2.109714900990099
10.026607722772278,4.754305742574257,-0.5570749504950494,4.167230198019801,1.3647647326732673,16.813735643564357,13.844977673267328,0.07361536138613864,-0.6663250495049509,6.731204801980198,1.7760368811881189,2.334987277227723
9.315526534653465,4.810370198019802,-1.0020619801980195,4.588251633663367,1.0936631584158416,17.064678712871284,12.591447376237625,0.04245549009900995,-0.7052698019801986,6.683673267326732,1.6714633168316833,2.5462463861386135
8.641582227722772,4.860724851485148,-1.403871237623763,5.010969504950496,0.8230535396039602,17.291562376237625,11.35162202970297,0.008010311881188004,-0.7544737623762368,6.6202620792079205,1.5521769801980199,2.740480445544555
8.019508267326731,4.90406495049505,-1.7498068415841588,5.447358366336634,0.5508293440594055,17.482912376237625,10.132103960396037,-0.02530224752475252,-0.8112054455445552,6.5395182673267325,1.4217559405940592,2.912296732673268
