Devices
1200
,,Imported Kistler Force Plate 1.1.0.0 #1 - Force,,,Imported Kistler Force Plate 1.1.0.0 #1 - Moment,,,Imported Kistler Force Plate 1.1.0.0 #1 - CoP,,,Imported Kistler Force Plate 1.1.0.0 #2 - Force,,,Imported Kistler Force Plate 1.1.0.0 #2 - Moment,,,Imported Kistler Force Plate 1.1.0.0 #2 - CoP,,,
115,0,0.00031804,-0.000265089,-0.000111081,-0.0111757,-0.0134985,-0.00951559,240,140,0,3.69303e-05,2.67348e-05,-0.00193081,0.00109613,-0.00151414,-0.0112304,740,290,0
115,1,0.000316036,-0.000263617,-0.000109817,-0.0111325,-0.0134233,-0.00946876,240,140,0,3.66189e-05,2.65663e-05,-0.00192145,0.00108922,-0.00150138,-0.0111306,740,290,0
115,2,0.000311747,-0.000260262,-0.000107693,-0.0110119,-0.0132521,-0.00935499,240,140,0,3.60334e-05,2.62057e-05,-0.00189853,0.00107443,-0.00147737,-0.010947,740,290,0
115,3,0.000304932,-0.000254825,-0.000104621,-0.0108058,-0.0129748,-0.00916717,240,140,0,3.51454e-05,2.56327e-05,-0.0018606,0.00105094,-0.00144096,-0.0106708,740,290,0
115,4,0.000295339,-0.000247097,-0.00010051,-0.0105053,-0.0125809,-0.00889787,240,140,0,3.39254e-05,2.48263e-05,-0.00180615,0.00101788,-0.00139094,-0.0102929,740,290,0
115,5,0.000282706,-0.000236861,-9.52655e-05,-0.0101015,-0.0120592,-0.00853927,240,140,0,3.23422e-05,2.37643e-05,-0.00173361,0.000974336,-0.00132603,-0.00980407,740,290,0
115,6,0.000266759,-0.000223888,-8.87884e-05,-0.00958488,-0.0113981,-0.00808325,240,140,0,3.03638e-05,2.24237e-05,-0.00164132,0.000919371,-0.00124491,-0.00919431,740,290,0
115,7,0.000247213,-0.000207943,-8.09763e-05,-0.0089455,-0.0105856,-0.00752136,240,140,0,2.79565e-05,2.07805e-05,-0.00152756,0.000852001,-0.00114622,-0.00845346,740,290,0
115,8,0.000223773,-0.00018878,-7.17237e-05,-0.00817319,-0.00960928,-0.00684484,240,140,0,2.50858e-05,1.881e-05,-0.00139057,0.00077121,-0.00102852,-0.00757097,740,290,0
115,9,0.000196135,-0.000166148,-6.09219e-05,-0.00725736,-0.0084562,-0.00604466,240,140,0,2.17161e-05,1.64866e-05,-0.00122851,0.000675952,-0.000890362,-0.00653597,740,290,0
116,0,0.000163987,-0.000139787,-4.84595e-05,-0.00618717,-0.00711319,-0.00511153,240,140,0,1.78108e-05,1.37841e-05,-0.00103949,0.000565149,-0.000730244,-0.00533734,740,290,0
116,1,0.000127009,-0.000109431,-3.42229e-05,-0.00495148,-0.0055667,-0.00403593,240,140,0,1.33325e-05,1.06756e-05,-0.000821583,0.0004377,-0.000546632,-0.00396367,740,290,0
116,2,8.48756e-05,-7.48088e-05,-1.80967e-05,-0.00353891,-0.00380295,-0.00280815,240,140,0,8.24306e-06,7.13373e-06,-0.000572824,0.000292483,-0.000337966,-0.00240338,740,290,0
116,3,3.72566e-05,-3.56462e-05,3.57592e-08,-0.00193793,-0.00180793,-0.00141834,240,140,0,2.50404e-06,3.13069e-06,-0.00029121,0.000128358,-0.000102666,-0.000644742,740,290,0
116,4,-1.61818e-05,8.3348e-06,2.02918e-05,-0.000136849,0.000432496,0.000143467,240,140,0,-3.92343e-06,-1.36153e-06,2.52776e-05,-5.58229e-05,0.000160861,0.00132407,740,290,0
116,5,-7.57743e-05,5.74131e-05,4.27888e-05,0.00187608,0.00293253,0.00188727,240,140,0,-1.10783e-05,-6.37109e-06,0.000378671,-0.000261215,0.00045421,0.00351489,740,290,0
116,6,-0.000141855,0.000111867,6.76431e-05,0.0041126,0.00570636,0.00382307,240,140,0,-1.89993e-05,-1.19261e-05,0.000771,-0.000488968,0.00077897,0.00593951,740,290,0
116,7,-0.000214755,0.000171974,9.49695e-05,0.00658439,0.00876805,0.0059608,240,140,0,-2.77247e-05,-1.80543e-05,0.00120428,-0.000740225,0.00113671,0.00860957,740,290,0
116,8,-0.0002948,0.000238004,0.00012488,0.00930297,0.0121314,0.00831024,240,140,0,-3.72923e-05,-2.47831e-05,0.00168049,-0.00101611,0.00152898,0.0115365,740,290,0
