KneeAngles,AnkleAngles,HipAngles,PelvisAngles
4.5926425,2.315055,27.06595,5.994574999999999
4.504679257425742,1.2646128217821782,26.971222277227724,5.984771881188118
4.67588202970297,0.15356539603960417,26.889376732673266,5.989400049504951
5.138448267326733,-0.9934946534653468,26.82030693069307,6.008359009900991
5.819464603960396,-2.0574882673267325,26.753032178217822,6.039363415841585
6.715056782178218,-3.012274089108911,26.67890643564356,6.080303069306931
7.744842524752476,-3.79413994059406,26.584386633663367,6.128453316831683
8.866145247524752,-4.320806831683168,26.448188118811885,6.18275198019802
10.002384554455446,-4.581000198019802,26.25692772277228,6.240978762376237
11.098100742574257,-4.5412470792079205,25.9904896039604,6.301630049504951
12.085824900990099,-4.229940693069307,25.63485891089109,6.363476683168317
12.909080891089108,-3.666683465346535,25.17180693069307,6.425381732673268
13.545477425742575,-2.9259572821782176,24.602342574257424,6.486329504950495
13.957089702970297,-2.063960945544554,23.914882178217823,6.545206287128713
14.141718019801981,-1.155575316831683,23.11355940594059,6.600251732673268
14.10925297029703,-0.25099386138613833,22.206749504950494,6.6510941089108915
13.879986089108911,0.6046275000000003,21.20531237623762,6.6958966336633665
13.476136683168315,1.3784492772277228,20.119559405940592,6.731904603960396
12.938393415841583,2.0660671287128713,18.969803465346533,6.758978415841583
12.302681435643567,2.6684690099009893,17.77240891089109,6.775215445544554
11.60198311881188,3.194083316831683,16.54092623762376,6.777106633663365
10.87217188118812,3.6657968316831684,15.293076732673267,6.765196237623762
10.137979405940595,4.100392821782178,14.040361287128714,6.738143118811881
9.427207475247524,4.520209207920792,12.79386787128713,6.693800099009901
8.752360049504949,4.938825742574258,11.560709554455444,6.632871584158416
8.122683267326734,5.36829599009901,10.34504108910891,6.556335643564356
7.550402623762376,5.817947920792079,9.15256198019802,6.4632321782178215
7.031767356435643,6.28938797029703,7.982615495049506,6.356679851485149
6.565188851485148,6.782995247524752,6.834843861386138,6.237367772277228
6.148665693069307,7.298160693069307,5.710280816831683,6.108749603960396
5.776970712871288,7.83227202970297,4.607361762871286,5.972368415841584
5.440363079207922,8.380924504950496,3.523212687128714,5.832158267326733
